wandb_id,loss variation,w_pred,w_comp,w_diss,w_pen,w_res,run name,best valid MSE,best position MSE,best angular MSE,best penetration
ie0459_uuk6wi9d,1,1.0,0.03,0.01,10.0,1.0,ie0459,14662.681591630646,0.0526864848754431,1.3612690470290192,0.012599219113265442
ie0460_2vocwcka,1,1.0,0.03,0.01,30.0,1.0,ie0460,17243.37188903165,0.1054765538913699,1.8279123355333327,0.016501202201903653
ie0461_sctozxwu,1,1.0,0.03,0.01,100.0,1.0,ie0461,15381.630752880188,0.05239516633733138,1.184725080042861,0.010358952344887618
ie0462_2xa3iaj8,1,1.0,0.03,0.03,0.01,1.0,ie0462,17231.682566496154,0.13895404145413603,1.0962597521691837,0.00827676970089872
ie0463_9qxl52e0,1,1.0,0.03,0.03,0.03,1.0,ie0463,12895.522406148168,0.06410145788623291,1.7853725079663867,0.0028885880162943666
ie0464_w8anvtme,1,1.0,0.03,0.03,0.1,1.0,ie0464,18953.54211658555,0.05423699207760817,1.6399601175871397,0.009558927478433368
ie0465_9s0k1v06,1,1.0,0.03,0.03,0.3,1.0,ie0465,20125.649063727713,0.06822743249349435,1.5983713158482424,0.006765219925289523
ie0466_r8tzpns2,1,1.0,0.03,0.03,1.0,1.0,ie0466,16473.867945972317,0.06675252076199632,1.1638295286998606,0.005795831723746107
ie0467_arzj51nr,1,1.0,0.03,0.03,3.0,1.0,ie0467,22538.128928435228,0.07563617315103863,1.6988073728497226,0.013055627308687728
ie0468_stx5y57y,1,1.0,0.03,0.03,10.0,1.0,ie0468,14541.79727368746,0.04604508896614943,1.5330685984750252,0.01752131903931905
ie0469_s7okphh9,1,1.0,0.03,0.03,30.0,1.0,ie0469,11302.964884765452,0.0646321996004435,1.1065559681499855,0.01309541411909008
ie0470_mzic5g0l,1,1.0,0.03,0.03,100.0,1.0,ie0470,16003.575397313918,0.10140797099270153,2.0298058602566895,0.013451961700038895
ie0471_e1agcf9i,1,1.0,0.03,0.1,0.01,1.0,ie0471,19061.384119180795,0.031039526682811364,1.142436106701472,0.007297908002193487
ie0472_sef43nw2,1,1.0,0.03,0.1,0.03,1.0,ie0472,17445.08107617993,0.06744458350840023,1.7909974555008397,0.015471200140770752
ie0473_3kezbe5d,1,1.0,0.03,0.1,0.1,1.0,ie0473,15716.89162265262,0.07106232414052578,1.533250939394044,0.004993194556120135
ie0474_2ok0ts47,1,1.0,0.03,0.1,0.3,1.0,ie0474,22214.09469754422,0.08503255267315177,1.3331761781115483,0.00309600326659572
ie0475_s6gytosn,1,1.0,0.03,0.1,1.0,1.0,ie0475,25833.560547193414,0.07078373930391416,1.327924672957315,0.006944902484096904
ie0476_tv0rsh2k,1,1.0,0.03,0.1,3.0,1.0,ie0476,19011.366535015462,0.05953243960539386,1.5097294148496208,0.01532266657281609
ie0477_dtw3ne8q,1,1.0,0.03,0.1,10.0,1.0,ie0477,17326.432616575774,0.06085462808481258,1.4626666500130188,0.015186578216533794
ie0478_67h0bln1,1,1.0,0.03,0.1,30.0,1.0,ie0478,19245.075632604487,0.08919539703572194,1.42524185922599,0.011063849873243123
ie0479_sk1co9v9,1,1.0,0.03,0.1,100.0,1.0,ie0479,25981.2401368158,0.10461749828163573,1.7170762392935917,0.008875422673924792
ie0480_4fz2yvo8,1,1.0,0.03,0.3,0.01,1.0,ie0480,16025.924580973628,0.07774302102099793,1.2838379973251377,0.0021942373040486343
ie0481_zmm7w98m,1,1.0,0.03,0.3,0.03,1.0,ie0481,12931.136622746682,0.06757293200443118,1.4779245998034205,0.004848065770979861
ie0482_zwpr5bre,1,1.0,0.03,0.3,0.1,1.0,ie0482,12381.988109702175,0.0708609134678591,1.5583628217794208,0.005106605422718133
ie0483_n6tzy0kg,1,1.0,0.03,0.3,0.3,1.0,ie0483,13218.978106474166,0.08445274309997525,1.25996016316771,0.011475096103686005
ie0484_ovqs6ls2,1,1.0,0.03,0.3,1.0,1.0,ie0484,16121.183454539632,0.05977943825813233,1.0031893438052435,0.005688904802469199
ie0485_hfjtg04i,1,1.0,0.03,0.3,3.0,1.0,ie0485,16665.623869715964,0.0807897208170251,1.2429023675933002,0.0198637245025259
ie0486_05kzylxg,1,1.0,0.03,0.3,10.0,1.0,ie0486,16327.466156157956,0.07111933328952107,1.482091414751625,0.018026689190926943
ie0487_rjz6xp6f,1,1.0,0.03,0.3,30.0,1.0,ie0487,16938.91658635547,0.06390261945552836,1.4681293292684434,0.008906021142839669
ie0488_jc69uxbs,1,1.0,0.03,0.3,100.0,1.0,ie0488,14910.781103803256,0.10464331510324314,1.4614461353648878,0.0176901071242834
ie0489_mp7qi498,1,1.0,0.03,1.0,0.01,1.0,ie0489,17467.347319737033,0.05816624298726569,1.530577578452855,0.015321835418073873
ie0490_m17uxrke,1,1.0,0.03,1.0,0.03,1.0,ie0490,12569.823264023735,0.06935152759596533,1.3180461641492482,0.009505181885318521
ie0491_j76832fz,1,1.0,0.03,1.0,0.1,1.0,ie0491,19014.016639039684,0.0708014772125167,1.5980671410962979,0.0014243318036019563
ie0492_2mn3d9iz,1,1.0,0.03,1.0,0.3,1.0,ie0492,18684.33249235807,0.07634527982937457,1.960359111964329,0.01650742956071048
ie0493_6bwlk2lb,1,1.0,0.03,1.0,1.0,1.0,ie0493,8683.911837330277,0.05959051243281059,0.9229433903010851,0.013559381448773337
ie0494_rfmgmwq5,1,1.0,0.03,1.0,3.0,1.0,ie0494,12223.52284327028,0.08772459141512164,1.2985109464699989,0.009383193792532218
ie0495_j9m6nfdp,1,1.0,0.03,1.0,10.0,1.0,ie0495,19635.97130796351,0.05296166228252715,1.3620775243275023,0.019041379628708416
ie0496_qcowospx,1,1.0,0.03,1.0,30.0,1.0,ie0496,16318.1231203764,0.07642278390701959,1.7276621400101946,0.012824572009913816
ie0497_majqh3mq,1,1.0,0.03,1.0,100.0,1.0,ie0497,17073.10251780324,0.05912888314724629,1.0888863142557708,0.01280690994041139
ie0498_h4vmx3ar,1,1.0,0.03,3.0,0.01,1.0,ie0498,13619.25275394877,0.07998573454740908,1.2013183545142383,0.0036707828531832034
ie0499_qmwz7dny,1,1.0,0.03,3.0,0.03,1.0,ie0499,20085.765452882806,0.07538628594069954,2.019934528314964,0.005280844339388942
ie0500_n3pm9ylc,1,1.0,0.03,3.0,0.1,1.0,ie0500,14824.344727454902,0.09693956739756172,1.2436066133175467,0.011893651987152244
ie0501_m673w1zn,1,1.0,0.03,3.0,0.3,1.0,ie0501,14792.143828544624,0.09488031941310272,1.4454484860125167,0.013011028701860595
ie0502_0xjm960u,1,1.0,0.03,3.0,1.0,1.0,ie0502,15155.318442405862,0.07091946304813124,1.3021746545720165,0.013784033136591869
ie0503_1r6egxmk,1,1.0,0.03,3.0,3.0,1.0,ie0503,23974.254774798825,0.09607367223072706,1.4950421954654256,0.01578468237976455
ie0504_03mgns7x,1,1.0,0.03,3.0,10.0,1.0,ie0504,16154.12584237002,0.08739985067856988,1.455102919813599,0.00829288644374219
ie0505_irr5nd0h,1,1.0,0.03,3.0,30.0,1.0,ie0505,18520.881145586165,0.06575764482253511,1.7359197662603023,0.017197847944810114
ie0506_i3j2y5n7,1,1.0,0.03,3.0,100.0,1.0,ie0506,26017.236044355777,0.07407355729247614,1.2969160369672794,0.018275255134265537
ie0507_y18hnl6y,1,1.0,0.03,10.0,0.01,1.0,ie0507,17056.7228567358,0.08300345570469798,1.5116098136925746,0.003111028268229819
ie0508_q7kt8hz3,1,1.0,0.03,10.0,0.03,1.0,ie0508,21478.14770164363,0.07973491404324709,1.7169486271675758,0.0024506846618059267
ie0509_t9s2ck5v,1,1.0,0.03,10.0,0.1,1.0,ie0509,22304.26088226873,0.08233565429265197,1.6808074507115318,0.007381861889513684
ie0510_9xzk5aqu,1,1.0,0.03,10.0,0.3,1.0,ie0510,20320.019824749754,0.08786099535889452,1.6434901733731297,0.0041338762119923576
ie0511_lgq46bw7,1,1.0,0.03,10.0,1.0,1.0,ie0511,20918.10396553481,0.13656928766429838,1.7601875541611331,0.009270993836852457
ie0512_gufatdkz,1,1.0,0.03,10.0,3.0,1.0,ie0512,16475.48160256656,0.07928885383730311,1.4620588158703651,0.007150644753158658
ie0513_r8c7jolp,1,1.0,0.03,10.0,10.0,1.0,ie0513,26433.919586817803,0.1352808704807477,1.9507542777102862,0.017147602265384317
ie0514_276wh8n2,1,1.0,0.03,10.0,30.0,1.0,ie0514,19675.64358485894,0.1725164725520934,1.2953587636790251,0.01539618317769278
ie0515_l309sztq,1,1.0,0.03,10.0,100.0,1.0,ie0515,14793.22635939332,0.06796897656354121,1.2559073147580517,0.012776219122373289
ie0516_nene7z6e,1,1.0,0.03,30.0,0.01,1.0,ie0516,18178.79729517034,0.07579417429013782,0.9841116475115452,0.01597388552411407
ie0517_ry3mw2r0,1,1.0,0.03,30.0,0.03,1.0,ie0517,15024.540229762279,0.10578321405997529,1.197924510782181,0.013921446972013755
ie0518_jdz3ys1l,1,1.0,0.03,30.0,0.1,1.0,ie0518,20780.462083816652,0.06529320610567348,1.450457381129691,0.011638859924863383
ie0519_z832s4vb,1,1.0,0.03,30.0,0.3,1.0,ie0519,18308.955461441685,0.07380255840366035,1.4816855143001813,0.014710996687631988
ie0520_p1h1xe0a,1,1.0,0.03,30.0,1.0,1.0,ie0520,16941.580868456695,0.06960576186631565,1.8101488233405285,0.01632011973073775
ie0521_9bz7z1yr,1,1.0,0.03,30.0,3.0,1.0,ie0521,16392.72187346232,0.08106505390907408,1.3669019192875689,0.010373831278542056
ie0522_dm8du1kc,1,1.0,0.03,30.0,10.0,1.0,ie0522,14891.207139354554,0.0673566248010421,1.6469805692784143,0.010894253181754545
ie0523_tt5vdha2,1,1.0,0.03,30.0,30.0,1.0,ie0523,14340.416263635125,0.05989126143909436,1.6439960626767753,0.006214703613445599
ie0524_ugzfo3a5,1,1.0,0.03,30.0,100.0,1.0,ie0524,14049.350663081515,0.10411962163468871,1.2758555442140185,0.017519761110543233
ie0525_9nj76sjd,1,1.0,0.03,100.0,0.01,1.0,ie0525,17688.041488523548,0.07655341329480483,1.1821436129386647,0.02079267831628682
ie0526_2vw0hbf9,1,1.0,0.03,100.0,0.03,1.0,ie0526,18802.4352713712,0.0823792911102548,1.4540548501374861,0.013805847677615493
ie0527_6ci2k5e6,1,1.0,0.03,100.0,0.1,1.0,ie0527,20879.96904788207,0.09366671262260311,1.4997746209845508,0.016598388965528517
ie0528_l58jgmug,1,1.0,0.03,100.0,0.3,1.0,ie0528,13460.55348251585,0.09512166983122987,1.3706292277474519,0.012728101617191696
ie0529_w6o1aj6v,1,1.0,0.03,100.0,1.0,1.0,ie0529,9404.16229583797,0.072434851263613,0.7628966786898825,0.018857164760146324
ie0530_b2hy449g,1,1.0,0.03,100.0,3.0,1.0,ie0530,21054.38514948609,0.07389671502207382,1.6194937475328515,0.01841986374663244
ie0531_ye0vohmz,1,1.0,0.03,100.0,10.0,1.0,ie0531,22527.469831129158,0.0816460921251246,1.297348106546148,0.012279688479238996
ie0532_ug7xc0b6,1,1.0,0.03,100.0,30.0,1.0,ie0532,17370.155998919807,0.0860402677356455,1.8048820339122618,0.016178572903867833
ie0533_ss5mtao7,1,1.0,0.03,100.0,100.0,1.0,ie0533,16290.382403932914,0.09677654471111623,1.4628472696460788,0.016750684846055675
ie0534_ikc9i0cj,1,1.0,0.1,0.01,0.01,1.0,ie0534,21397.952881468955,0.06939351975485339,1.4693062092464872,0.009599910986095622
ie0535_631a2vg0,1,1.0,0.1,0.01,0.03,1.0,ie0535,17722.996616114797,0.08252277361493573,1.98634336546685,0.0055424460695578355
ie0536_1lfe5b0i,1,1.0,0.1,0.01,0.1,1.0,ie0536,9465.827489372186,0.07279375779160743,1.2432535900832495,0.006100226047141998
ie0537_4xbagb49,1,1.0,0.1,0.01,0.3,1.0,ie0537,16285.515074532432,0.06280407916186276,1.1413426276187753,0.003816073675979973
ie0538_vpof00ge,1,1.0,0.1,0.01,1.0,1.0,ie0538,15716.42873447353,0.07966672701834623,1.387734490691246,0.018369662159946155
ie0539_0lugyhc5,1,1.0,0.1,0.01,3.0,1.0,ie0539,14446.630031096434,0.08124191720748675,1.2352435511765685,0.020740312686192086
ie0540_siu163gv,1,1.0,0.1,0.01,10.0,1.0,ie0540,15064.16559411817,0.06607110702772809,1.8722529765105125,0.016184308328318586
ie0541_sqit4ole,1,1.0,0.1,0.01,30.0,1.0,ie0541,13685.215136922518,0.07029386959555947,1.0856095607762997,0.01450700224072427
ie0542_l0qqheq2,1,1.0,0.1,0.01,100.0,1.0,ie0542,15341.295698633336,0.07271591313146973,1.3472724736050334,0.01738029410676748
ie0543_bzr2imlo,1,1.0,0.1,0.03,0.01,1.0,ie0543,14734.036865217127,0.0409780733245218,0.9504119281639694,0.005784075586540323
ie0544_roy2xmjh,1,1.0,0.1,0.03,0.03,1.0,ie0544,16039.126621047451,0.0617013612692444,1.2753477299523819,0.016301004573687782
ie0545_r0ml2d09,1,1.0,0.1,0.03,0.1,1.0,ie0545,23375.909014511486,0.07772511620466424,1.8465793680356986,0.009390691619734302
ie0546_qxz0v6vg,1,1.0,0.1,0.03,0.3,1.0,ie0546,15069.719258069923,0.05392757548056633,0.9856184737210512,0.00784181117064395
ie0547_vhfsy3rh,1,1.0,0.1,0.03,1.0,1.0,ie0547,14440.211381460424,0.045772536478802785,1.057547629535709,0.017436060570014223
ie0548_ye4a3dh6,1,1.0,0.1,0.03,3.0,1.0,ie0548,14689.778280715254,0.06191731194984349,1.3128287424995537,0.01779491027928149
ie0549_0lk62tk8,1,1.0,0.1,0.03,10.0,1.0,ie0549,14299.300351594991,0.040637007017393575,0.8965374966026072,0.018478829142562193
ie0550_qm1o3abh,1,1.0,0.1,0.03,30.0,1.0,ie0550,13042.420592341367,0.05976466609593077,1.5942171924806563,0.009662878582414842
ie0551_syonuzwk,1,1.0,0.1,0.03,100.0,1.0,ie0551,12400.43496266184,0.0847864084499853,1.573354118416913,0.017960773524017003
ie0552_9gvmtd5e,1,1.0,0.1,0.1,0.01,1.0,ie0552,12989.364187119294,0.08207896127023818,1.751030279687764,0.01018358615479667
ie0553_3njlnf5c,1,1.0,0.1,0.1,0.03,1.0,ie0553,17345.822793330226,0.09487944626310271,1.17356898657041,0.006608411585738806
ie0554_6ob8c1ad,1,1.0,0.1,0.1,0.1,1.0,ie0554,30689.462885623965,0.11536944234290573,1.824764613665966,0.008919836436140385
ie0555_zpqa0yvu,1,1.0,0.1,0.1,0.3,1.0,ie0555,13690.15846958732,0.05956691090486117,0.9708556102853046,0.01060893975401939
