wandb_id,run name,loss variation,w_comp,w_diss,w_pen
wkbxr3gk,he0262,2,10.0,1.0,10.0 >> /home/bibit/dair_pll/logs/train_he0262.txt
k6nz7itn,he0263,3,10.0,1.0,10.0 >> /home/bibit/dair_pll/logs/train_he0263.txt
2lehejta,he0264,1,10.0,1.0,100.0 >> /home/bibit/dair_pll/logs/train_he0264.txt
pcvcqo5k,he0265,2,10.0,1.0,100.0 >> /home/bibit/dair_pll/logs/train_he0265.txt
yqt29e0j,he0266,3,10.0,1.0,100.0 >> /home/bibit/dair_pll/logs/train_he0266.txt
uwxehgqw,he0267,1,10.0,10.0,0.01 >> /home/bibit/dair_pll/logs/train_he0267.txt
3txbkolv,he0268,2,10.0,10.0,0.01 >> /home/bibit/dair_pll/logs/train_he0268.txt
fh1bfv00,he0269,3,10.0,10.0,0.01 >> /home/bibit/dair_pll/logs/train_he0269.txt
v6bzik0j,he0270,1,10.0,10.0,0.1 >> /home/bibit/dair_pll/logs/train_he0270.txt
n5qud1sz,he0271,2,10.0,10.0,0.1 >> /home/bibit/dair_pll/logs/train_he0271.txt
rruyt9fa,he0272,3,10.0,10.0,0.1 >> /home/bibit/dair_pll/logs/train_he0272.txt
xkj27f1f,he0273,1,10.0,10.0,1.0 >> /home/bibit/dair_pll/logs/train_he0273.txt
k2pnqehi,he0274,2,10.0,10.0,1.0 >> /home/bibit/dair_pll/logs/train_he0274.txt
08cck4bl,he0275,3,10.0,10.0,1.0 >> /home/bibit/dair_pll/logs/train_he0275.txt
h882ff5u,he0276,1,10.0,10.0,10.0 >> /home/bibit/dair_pll/logs/train_he0276.txt
uw1fnh5b,he0277,2,10.0,10.0,10.0 >> /home/bibit/dair_pll/logs/train_he0277.txt
oz5p52r4,he0278,3,10.0,10.0,10.0 >> /home/bibit/dair_pll/logs/train_he0278.txt
0kjrqzm4,he0279,1,10.0,10.0,100.0 >> /home/bibit/dair_pll/logs/train_he0279.txt
7nk7ufo8,he0280,2,10.0,10.0,100.0 >> /home/bibit/dair_pll/logs/train_he0280.txt
t2a8j3ks,he0281,3,10.0,10.0,100.0 >> /home/bibit/dair_pll/logs/train_he0281.txt
ut09ifmx,he0282,1,10.0,100.0,0.01 >> /home/bibit/dair_pll/logs/train_he0282.txt
1cnchtf4,he0283,2,10.0,100.0,0.01 >> /home/bibit/dair_pll/logs/train_he0283.txt
6ftnsvsd,he0284,3,10.0,100.0,0.01 >> /home/bibit/dair_pll/logs/train_he0284.txt
pxv87z1j,he0285,1,10.0,100.0,0.1 >> /home/bibit/dair_pll/logs/train_he0285.txt
yigkmgzm,he0286,2,10.0,100.0,0.1 >> /home/bibit/dair_pll/logs/train_he0286.txt
als56h84,he0287,3,10.0,100.0,0.1 >> /home/bibit/dair_pll/logs/train_he0287.txt
6hcj7rvk,he0288,1,10.0,100.0,1.0 >> /home/bibit/dair_pll/logs/train_he0288.txt
3fjsrmy2,he0289,2,10.0,100.0,1.0 >> /home/bibit/dair_pll/logs/train_he0289.txt
byzmvhgt,he0290,3,10.0,100.0,1.0 >> /home/bibit/dair_pll/logs/train_he0290.txt
qkorr6p2,he0291,1,10.0,100.0,10.0 >> /home/bibit/dair_pll/logs/train_he0291.txt
c3okv6gm,he0292,2,10.0,100.0,10.0 >> /home/bibit/dair_pll/logs/train_he0292.txt
o9uzjcp6,he0293,3,10.0,100.0,10.0 >> /home/bibit/dair_pll/logs/train_he0293.txt
5doldbc8,he0294,1,10.0,100.0,100.0 >> /home/bibit/dair_pll/logs/train_he0294.txt
091mtzam,he0295,2,10.0,100.0,100.0 >> /home/bibit/dair_pll/logs/train_he0295.txt
8i7mew1v,he0296,3,10.0,100.0,100.0 >> /home/bibit/dair_pll/logs/train_he0296.txt
8cdoxrn9,he0297,1,100.0,0.01,0.01 >> /home/bibit/dair_pll/logs/train_he0297.txt
rsc0xkma,he0298,2,100.0,0.01,0.01 >> /home/bibit/dair_pll/logs/train_he0298.txt
7f1nfp8b,he0299,3,100.0,0.01,0.01 >> /home/bibit/dair_pll/logs/train_he0299.txt
rhmwat0b,he0300,1,100.0,0.01,0.1 >> /home/bibit/dair_pll/logs/train_he0300.txt
1ep1f2jr,he0301,2,100.0,0.01,0.1 >> /home/bibit/dair_pll/logs/train_he0301.txt
mb6nhung,he0302,3,100.0,0.01,0.1 >> /home/bibit/dair_pll/logs/train_he0302.txt
838zro7b,he0303,1,100.0,0.01,1.0 >> /home/bibit/dair_pll/logs/train_he0303.txt
tnq6l750,he0304,2,100.0,0.01,1.0 >> /home/bibit/dair_pll/logs/train_he0304.txt
aj0cmt1e,he0305,3,100.0,0.01,1.0 >> /home/bibit/dair_pll/logs/train_he0305.txt
wwpm20n7,he0306,1,100.0,0.01,10.0 >> /home/bibit/dair_pll/logs/train_he0306.txt
qn46yg2n,he0307,2,100.0,0.01,10.0 >> /home/bibit/dair_pll/logs/train_he0307.txt
ur72nrrx,he0308,3,100.0,0.01,10.0 >> /home/bibit/dair_pll/logs/train_he0308.txt
dlmkahz0,he0309,1,100.0,0.01,100.0 >> /home/bibit/dair_pll/logs/train_he0309.txt
vp0lds6k,he0310,2,100.0,0.01,100.0 >> /home/bibit/dair_pll/logs/train_he0310.txt
s6x4s4y8,he0311,3,100.0,0.01,100.0 >> /home/bibit/dair_pll/logs/train_he0311.txt
480rvazq,he0312,1,100.0,0.1,0.01 >> /home/bibit/dair_pll/logs/train_he0312.txt
vsb996pa,he0313,2,100.0,0.1,0.01 >> /home/bibit/dair_pll/logs/train_he0313.txt
rwojm3is,he0314,3,100.0,0.1,0.01 >> /home/bibit/dair_pll/logs/train_he0314.txt
ku9wzanl,he0315,1,100.0,0.1,0.1 >> /home/bibit/dair_pll/logs/train_he0315.txt
3te6my2q,he0316,2,100.0,0.1,0.1 >> /home/bibit/dair_pll/logs/train_he0316.txt
q47vrwhh,he0317,3,100.0,0.1,0.1 >> /home/bibit/dair_pll/logs/train_he0317.txt
zwb5fwuv,he0318,1,100.0,0.1,1.0 >> /home/bibit/dair_pll/logs/train_he0318.txt
xb9zi8dv,he0319,2,100.0,0.1,1.0 >> /home/bibit/dair_pll/logs/train_he0319.txt
5t8o99ff,he0320,3,100.0,0.1,1.0 >> /home/bibit/dair_pll/logs/train_he0320.txt
fvg4zuzx,he0321,1,100.0,0.1,10.0 >> /home/bibit/dair_pll/logs/train_he0321.txt
k76ncoeg,he0322,2,100.0,0.1,10.0 >> /home/bibit/dair_pll/logs/train_he0322.txt
2ccnl1qv,he0323,3,100.0,0.1,10.0 >> /home/bibit/dair_pll/logs/train_he0323.txt
f0dd5qxr,he0324,1,100.0,0.1,100.0 >> /home/bibit/dair_pll/logs/train_he0324.txt
lux5k3gd,he0325,2,100.0,0.1,100.0 >> /home/bibit/dair_pll/logs/train_he0325.txt
nrcd5gyi,he0326,3,100.0,0.1,100.0 >> /home/bibit/dair_pll/logs/train_he0326.txt
3vny036k,he0327,1,100.0,1.0,0.01 >> /home/bibit/dair_pll/logs/train_he0327.txt
12ydmcuo,he0328,2,100.0,1.0,0.01 >> /home/bibit/dair_pll/logs/train_he0328.txt
xw5i85ob,he0329,3,100.0,1.0,0.01 >> /home/bibit/dair_pll/logs/train_he0329.txt
9i0oc7nb,he0330,1,100.0,1.0,0.1 >> /home/bibit/dair_pll/logs/train_he0330.txt
yay77ukf,he0331,2,100.0,1.0,0.1 >> /home/bibit/dair_pll/logs/train_he0331.txt
81wh1l5b,he0332,3,100.0,1.0,0.1 >> /home/bibit/dair_pll/logs/train_he0332.txt
8dkyeqwx,he0333,1,100.0,1.0,1.0 >> /home/bibit/dair_pll/logs/train_he0333.txt
ogk0mdi2,he0334,2,100.0,1.0,1.0 >> /home/bibit/dair_pll/logs/train_he0334.txt
27km94rx,he0335,3,100.0,1.0,1.0 >> /home/bibit/dair_pll/logs/train_he0335.txt
t1wc78o3,he0336,1,100.0,1.0,10.0 >> /home/bibit/dair_pll/logs/train_he0336.txt
expzly3n,he0337,2,100.0,1.0,10.0 >> /home/bibit/dair_pll/logs/train_he0337.txt
tx3a2gls,he0338,3,100.0,1.0,10.0 >> /home/bibit/dair_pll/logs/train_he0338.txt
me1kpd3y,he0339,1,100.0,1.0,100.0 >> /home/bibit/dair_pll/logs/train_he0339.txt
gy6oq0rf,he0340,2,100.0,1.0,100.0 >> /home/bibit/dair_pll/logs/train_he0340.txt
4idepwfw,he0341,3,100.0,1.0,100.0 >> /home/bibit/dair_pll/logs/train_he0341.txt
3cw6zgvr,he0342,1,100.0,10.0,0.01 >> /home/bibit/dair_pll/logs/train_he0342.txt
4mjr16o8,he0343,2,100.0,10.0,0.01 >> /home/bibit/dair_pll/logs/train_he0343.txt
dhoz9x35,he0344,3,100.0,10.0,0.01 >> /home/bibit/dair_pll/logs/train_he0344.txt
9dh3v2av,he0345,1,100.0,10.0,0.1 >> /home/bibit/dair_pll/logs/train_he0345.txt
t5lbq66c,he0346,2,100.0,10.0,0.1 >> /home/bibit/dair_pll/logs/train_he0346.txt
me0kgx6s,he0347,3,100.0,10.0,0.1 >> /home/bibit/dair_pll/logs/train_he0347.txt
vor38ye2,he0348,1,100.0,10.0,1.0 >> /home/bibit/dair_pll/logs/train_he0348.txt
ojg88vxz,he0349,2,100.0,10.0,1.0 >> /home/bibit/dair_pll/logs/train_he0349.txt
29qs86ya,he0350,3,100.0,10.0,1.0 >> /home/bibit/dair_pll/logs/train_he0350.txt
81ggi604,he0351,1,100.0,10.0,10.0 >> /home/bibit/dair_pll/logs/train_he0351.txt
srqm9f1t,he0352,2,100.0,10.0,10.0 >> /home/bibit/dair_pll/logs/train_he0352.txt
jwoe1nmx,he0353,3,100.0,10.0,10.0 >> /home/bibit/dair_pll/logs/train_he0353.txt
9rscnjum,he0354,1,100.0,10.0,100.0 >> /home/bibit/dair_pll/logs/train_he0354.txt
622v4m21,he0355,2,100.0,10.0,100.0 >> /home/bibit/dair_pll/logs/train_he0355.txt
z9crkv2r,he0356,3,100.0,10.0,100.0 >> /home/bibit/dair_pll/logs/train_he0356.txt
zs3zsasx,he0357,1,100.0,100.0,0.01 >> /home/bibit/dair_pll/logs/train_he0357.txt
ldko7pc0,he0358,2,100.0,100.0,0.01 >> /home/bibit/dair_pll/logs/train_he0358.txt
h0i4mi95,he0359,3,100.0,100.0,0.01 >> /home/bibit/dair_pll/logs/train_he0359.txt
ts3mv9nn,he0360,1,100.0,100.0,0.1 >> /home/bibit/dair_pll/logs/train_he0360.txt
0crzrj7d,he0361,2,100.0,100.0,0.1 >> /home/bibit/dair_pll/logs/train_he0361.txt
y6kxzoh2,he0362,3,100.0,100.0,0.1 >> /home/bibit/dair_pll/logs/train_he0362.txt
4mh05lmk,he0363,1,100.0,100.0,1.0 >> /home/bibit/dair_pll/logs/train_he0363.txt
78xlj0d7,he0364,2,100.0,100.0,1.0 >> /home/bibit/dair_pll/logs/train_he0364.txt
xqtqzmcm,he0365,3,100.0,100.0,1.0 >> /home/bibit/dair_pll/logs/train_he0365.txt
of1j48ug,he0366,1,100.0,100.0,10.0 >> /home/bibit/dair_pll/logs/train_he0366.txt
ysv007bq,he0367,2,100.0,100.0,10.0 >> /home/bibit/dair_pll/logs/train_he0367.txt
1i6m8qki,he0368,3,100.0,100.0,10.0 >> /home/bibit/dair_pll/logs/train_he0368.txt
v74z3u6q,he0369,1,100.0,100.0,100.0 >> /home/bibit/dair_pll/logs/train_he0369.txt
55v7qbgb,he0370,2,100.0,100.0,100.0 >> /home/bibit/dair_pll/logs/train_he0370.txt
da58moio,he0371,3,100.0,100.0,100.0 >> /home/bibit/dair_pll/logs/train_he0371.txt
