wandb_id,run name,loss variation,w_comp,w_diss,w_pen,best valid MSE,best position MSE,best angular MSE,best penetration
ie0096_cjt0dfts,ie0096,1,0.1,0.1,1.0,17988.400777908282,0.06267574825222713,1.091298359839169,0
ie0097_fcznrpqg,ie0097,2,0.1,0.1,1.0,16614.666497689886,0.10552508261809136,1.4814561569766123,0.00888220273706163
ie0098_fsinsttg,ie0098,3,0.1,0.1,1.0,17341.11473573612,0.08242771361064198,1.5432371110282603,0.01091858973811807
ie0099_y3x069a7,ie0099,1,0.1,0.1,10.0,18383.38823815205,0.08871889696068436,1.4465649376748488,0
ie0100_6aw9ijiv,ie0100,2,0.1,0.1,10.0,18453.949559962664,0.11219156801312768,1.7969885287298788,0.002096134610466329
ie0101_m8hvzxi2,ie0101,3,0.1,0.1,10.0,18558.55472206481,0.07496357859294844,1.5350744455588332,0.0009046732990001658
ie0102_bnhivw4e,ie0102,1,0.1,0.1,100.0,16121.322694315018,0.06942053011845273,1.1087304526749235,6.883607277112916e-05
ie0103_8cwzaodw,ie0103,2,0.1,0.1,100.0,16616.18468492703,0.10441010088630273,1.480473073040458,0.020159151915740726
ie0104_i3qzvor8,ie0104,3,0.1,0.1,100.0,19077.436792913988,0.07763295446488414,1.618526602189063,7.802344746664456e-05
ie0105_q14j1jqr,ie0105,1,0.1,1.0,0.01,17679.733939001075,0.11102865276064713,1.751244344631046,0
ie0106_40tnzqrh,ie0106,2,0.1,1.0,0.01,15931.648888450327,0.08784488620616249,1.5377300641972895,0.016588163268011442
ie0107_fvgw94uh,ie0107,3,0.1,1.0,0.01,14143.608132715855,0.0609197234007959,1.4048503345409364,0.00047715759202365555
ie0108_1nqng8jc,ie0108,1,0.1,1.0,0.1,12961.647688602063,0.045674263364289695,1.1624063291436162,0
ie0109_yfyj7mpl,ie0109,2,0.1,1.0,0.1,16106.125794655913,0.10041132541666654,1.4546908225874466,0.020636350791377052
ie0110_m3fqfv0s,ie0110,3,0.1,1.0,0.1,18568.156795892697,0.0682371772550816,1.4407126470725171,0.00016962385215377385
ie0111_9ljmn797,ie0111,1,0.1,1.0,1.0,9297.520313469671,0.039231147505740666,1.1157813609627838,0
ie0112_tcv9c7vs,ie0112,2,0.1,1.0,1.0,21267.191145166176,0.07409793987235,1.7656579116557685,0.02192061416023635
ie0113_f2r6yrki,ie0113,3,0.1,1.0,1.0,16589.44766212593,0.09070984473952255,1.4491637953650192,0.011130934973267526
ie0114_epn78rxi,ie0114,1,0.1,1.0,10.0,11718.349057117885,0.05031884550888771,1.2072955107949763,0
ie0115_8wpwxja2,ie0115,2,0.1,1.0,10.0,17528.326279328772,0.07814556700073305,1.4295629387891335,0.011318357302806203
ie0116_5zczujqu,ie0116,3,0.1,1.0,10.0,16770.701468002866,0.06659894255491983,1.4584701287178672,0.000333274101618428
ie0117_ldqhv6hr,ie0117,1,0.1,1.0,100.0,13315.58937391614,0.03469748999544612,0.8626093415725297,8.486232165456746e-05
ie0118_ffih6m3i,ie0118,2,0.1,1.0,100.0,16993.70551253239,0.0822947152505095,1.526395188926127,0.01665383732280038
ie0119_k46y8p23,ie0119,3,0.1,1.0,100.0,16721.815369637992,0.0803766702278306,1.4391699090491321,0.011263370577748302
ie0120_7182broq,ie0120,1,0.1,10.0,0.01,18835.736117982833,0.08505624130664069,1.2239372063415332,0
ie0121_rltxwipx,ie0121,2,0.1,10.0,0.01,16592.37952551339,0.08598746843164079,1.499914362124017,0.010977239885215697
ie0122_vl6du7jw,ie0122,3,0.1,10.0,0.01,22232.856161561675,0.13384623968854187,1.6525837722094612,0.004828306659232685
ie0123_lfjhzk1o,ie0123,1,0.1,10.0,0.1,11414.75177084086,0.08124890824720758,1.4013241947680641,0
ie0124_sckfwhk3,ie0124,2,0.1,10.0,0.1,17233.066879608465,0.07497654905523098,1.561636057079327,0.021810746080594634
ie0125_pi7w7sh1,ie0125,3,0.1,10.0,0.1,17031.934852237606,0.08831428023636384,1.4793627294929073,0.011117598197215778
ie0126_ghvt9kqm,ie0126,1,0.1,10.0,1.0,11946.47549450726,0.05950530558755425,1.3588010435756306,0
ie0127_w3njbnkp,ie0127,2,0.1,10.0,1.0,16825.87487094148,0.08285472197144683,1.4907393808852143,0.010996194914308388
ie0128_wba2nrma,ie0128,3,0.1,10.0,1.0,11835.682700857458,0.06003041227458804,1.1415321639089153,0
ie0129_ntk8gumz,ie0129,1,0.1,10.0,10.0,15027.631063008152,0.05664245489775928,1.10015869875597,0
ie0130_gom3pjnt,ie0130,2,0.1,10.0,10.0,17169.585212058526,0.08232049745383523,1.547427694058117,0.016187479518660505
ie0131_0qlgj182,ie0131,3,0.1,10.0,10.0,12082.608496586869,0.13183512424671934,0.7990429742334999,0
ie0132_a2l6upd0,ie0132,1,0.1,10.0,100.0,11857.845322299809,0.07438317147630111,1.0925027254288548,0.00048326009881266216
ie0133_2fxc2cm9,ie0133,2,0.1,10.0,100.0,20278.25336909797,0.08695062897278416,1.514908934651608,0.0265006740975018
ie0134_h5800s2x,ie0134,3,0.1,10.0,100.0,18347.935987048,0.11858112705290871,1.610495587513293,2.7371443181755562e-05
ie0135_i4di1uea,ie0135,1,0.1,100.0,0.01,18703.79850572233,0.06801316240774938,0.8858836561044201,0.011393990631331187
ie0136_a2cmg8l6,ie0136,2,0.1,100.0,0.01,18470.26857269618,0.08182424255911948,1.4738899715207563,0.011084939596710261
ie0137_lc2ruuj7,ie0137,3,0.1,100.0,0.01,16670.339052470583,0.08364301482208296,1.3274052455464125,0.010980897795296112
ie0138_oguyayce,ie0138,1,0.1,100.0,0.1,14135.03095822534,0.057715999604539193,1.6192723130353208,0
ie0139_tb1r2ekj,ie0139,2,0.1,100.0,0.1,18075.464180102223,0.13413074092082006,1.7125433663591507,0.014385261667335005
ie0140_prexhhuw,ie0140,3,0.1,100.0,0.1,16806.12041693136,0.12468384226216302,1.650079380693789,7.409019510181429e-05
ie0141_7vn3ao6v,ie0141,1,0.1,100.0,1.0,22541.51794077966,0.10604576255788896,2.0139406177669574,0.011624248204281661
ie0142_bk3359qj,ie0142,2,0.1,100.0,1.0,18400.98824956487,0.13167083998580836,1.6745971762413532,0.019718512172584468
ie0143_4fhwnvjg,ie0143,3,0.1,100.0,1.0,17376.521026359504,0.08463361340344097,1.4478963321107008,0.011146281401673314
ie0144_14ougd1n,ie0144,1,0.1,100.0,10.0,18012.362291040277,0.08655868720220677,1.3144301991692071,0.009831942844990588
ie0145_93ovs0xx,ie0145,2,0.1,100.0,10.0,16504.55951656327,0.15273358868272158,1.574015235547692,0.0013913396782698553
ie0146_3smwsg16,ie0146,3,0.1,100.0,10.0,22943.873280566324,0.12770083325928802,1.707855312631394,0.008170473382198142
ie0147_wyqb8x7x,ie0147,1,0.1,100.0,100.0,17078.262700204905,0.06198557026651054,0.8653814612924318,0.011308158433495653
ie0148_x7ijcrlb,ie0148,2,0.1,100.0,100.0,18572.18224437432,0.08577354492512654,1.4881347828292113,0.011156426897962268
ie0149_pg893z5c,ie0149,3,0.1,100.0,100.0,17887.474272267187,0.12871838480119885,1.498633358734614,6.94971574091138e-05
ie0150_k11t5p09,ie0150,1,1.0,0.01,0.01,12398.520750699761,0.06980697854905595,1.4245450004467552,0
ie0151_mtzel7sm,ie0151,2,1.0,0.01,0.01,17878.48419705582,0.09463004591750938,1.5759553108321813,0.023301423714575192
ie0152_rlfukqmo,ie0152,3,1.0,0.01,0.01,17815.428880520223,0.08710666406547998,1.4992314473297363,0.01109155029321366
ie0153_i9m0ek0t,ie0153,1,1.0,0.01,0.1,11796.288781480527,0.05801562112419125,1.1790610529718832,0
ie0154_920r0nv7,ie0154,2,1.0,0.01,0.1,16756.46313213465,0.08581575737845862,1.4631963035679583,0.011162062581263003
ie0155_n0xrae4b,ie0155,3,1.0,0.01,0.1,18613.513931019934,0.0709495304086156,1.5891497134403174,9.092737835837072e-06
ie0156_onjj9u6n,ie0156,1,1.0,0.01,1.0,15325.68699544868,0.04672864244283314,1.2941994271130182,0
ie0157_4e2ysaek,ie0157,2,1.0,0.01,1.0,17795.77154717524,0.08624493764085478,1.5626894930256578,0.019982644347827663
ie0158_zyeduem7,ie0158,3,1.0,0.01,1.0,16177.581499436903,0.08367407839102416,1.543962636572319,0.011128700229998631
ie0159_6yeuto6a,ie0159,1,1.0,0.01,10.0,7986.169717296073,0.06628350782047603,1.078063473714567,0
ie0160_4mjfjuqs,ie0160,2,1.0,0.01,10.0,15803.808815778659,0.10122865824178998,1.496024282001489,0.0029128798101956343
ie0161_g7rn15ys,ie0161,3,1.0,0.01,10.0,18132.01734166335,0.08698105593003023,1.5301770091997495,0.011052883667416972
ie0162_ttxe9hsr,ie0162,1,1.0,0.01,100.0,19482.45403751767,0.043262350091208095,1.1491735813975255,0
ie0163_uffm6iag,ie0163,2,1.0,0.01,100.0,16377.82817325318,0.08605099529023898,1.4030242358409923,0.011202952057684363
ie0164_k9xbm1kx,ie0164,3,1.0,0.01,100.0,17436.382526731493,0.08667277957739936,1.5168217272606503,0.010953618441201704
ie0165_zwd7z82b,ie0165,1,1.0,0.1,0.01,9425.891018136457,0.053094343760250386,1.0703939682111998,0
ie0166_z1i1h583,ie0166,2,1.0,0.1,0.01,19717.782662858197,0.08460271695603439,1.6070672894686393,0.018089648470346886
ie0167_crh6338n,ie0167,3,1.0,0.1,0.01,17649.41834770191,0.08635162212030859,1.4805169499291484,0.011086240463733306
ie0168_djq76r8s,ie0168,1,1.0,0.1,0.1,5824.093314020691,0.04266690337353396,0.9134117084878713,0
ie0169_guz8l652,ie0169,2,1.0,0.1,0.1,18444.92488408227,0.07463419622697158,1.6541149729235975,0.023651115516938378
ie0170_6am3i5w5,ie0170,3,1.0,0.1,0.1,28347.975878121626,0.07908922352199294,1.8643704825386371,0.0007466093496992654
ie0171_cwxgmauq,ie0171,1,1.0,0.1,1.0,5779.835027693103,0.05167963885176571,0.8946454034598723,0
ie0172_b9gzq2kz,ie0172,2,1.0,0.1,1.0,15828.806631424743,0.0932325013363039,1.4289885137634848,0.011227771223703293
ie0173_q0m27swc,ie0173,3,1.0,0.1,1.0,38263.32397572091,0.08643581386210769,1.7728956296470404,2.031911550669202e-06
ie0174_sxqc4cc8,ie0174,1,1.0,0.1,10.0,9677.36432669108,0.05022970214532089,0.9290815328325897,0
ie0175_veue3ylp,ie0175,2,1.0,0.1,10.0,17340.222092418728,0.10982953609940871,1.6276376295637927,0.008749321371302
ie0176_difdyfct,ie0176,3,1.0,0.1,10.0,18467.111780484236,0.06449458081387355,1.5934863020679502,1.39243701420515e-05
ie0177_l0q6zzx7,ie0177,1,1.0,0.1,100.0,8086.168850811651,0.04874776631247958,0.8466298236699634,0
ie0178_lywf37m0,ie0178,2,1.0,0.1,100.0,16787.34815312635,0.097865753861959,1.5441582260948263,0.0002156865808139902
ie0179_b9z04mhx,ie0179,3,1.0,0.1,100.0,17236.97359277105,0.08471082902995908,1.4882550108577954,0.011159287080240513
ie0180_uizrcs8w,ie0180,1,1.0,1.0,0.01,15106.001424241113,0.07711177901809943,1.1021392085283606,0
ie0181_77g30n4w,ie0181,2,1.0,1.0,0.01,15074.824542544866,0.08395404434563616,1.4430155200832293,0.0005640525755874861
ie0182_pajgky69,ie0182,3,1.0,1.0,0.01,18463.216911720556,0.05491049704783777,1.264092481819277,0
ie0183_6n58qqwn,ie0183,1,1.0,1.0,0.1,12488.529899903098,0.04330959127116838,0.6767856736169314,0
ie0184_8her2vew,ie0184,2,1.0,1.0,0.1,17487.032762093182,0.0872976425882514,1.4944402720404621,0.011152379375205109
ie0185_7mhf4umu,ie0185,3,1.0,1.0,0.1,15763.77649011815,0.06558781687775897,1.5291952063397924,0
ie0186_4t2rhpyi,ie0186,1,1.0,1.0,10.0,17729.371602552295,0.09535905771859875,1.8623151114158731,0
ie0187_rhoi5f6t,ie0187,2,1.0,1.0,10.0,16631.215552168534,0.09698451680179249,1.5828808523426816,0.009705051904905834
ie0188_tctpqk4o,ie0188,3,1.0,1.0,10.0,17375.025402276646,0.08148286986343672,1.460074035018757,0.011130686529569337
ie0189_7fuuw9rp,ie0189,1,1.0,1.0,100.0,14838.40645594417,0.060039953966920134,1.1955988299613787,0
ie0190_oo1x9qaf,ie0190,2,1.0,1.0,100.0,15236.20240583779,0.10162897530835653,1.4322129217647905,0.0007073058592056267
ie0191_qpvsbnm1,ie0191,3,1.0,1.0,100.0,18634.067808585536,0.05907347706494679,1.3597688453488999,0
ie0192_vax6st5g,ie0192,1,1.0,10.0,0.01,15708.433551210803,0.10215339767730566,1.4837786511484494,0
ie0193_ch053df2,ie0193,2,1.0,10.0,0.01,16790.773505712168,0.08689277102976911,1.469776393749302,0.010983356495811624
ie0194_frx1a0wa,ie0194,3,1.0,10.0,0.01,9795.013491290098,0.06886406754260825,0.8716782109388881,0
ie0195_dlwb3cb5,ie0195,1,1.0,10.0,0.1,15160.351415200223,0.04792304492940669,1.1307435652453284,0
ie0196_zs8vy4nv,ie0196,2,1.0,10.0,0.1,17925.68764303847,0.0867753686358098,1.646400504053897,0.016930137200852725
ie0197_80gjk2m4,ie0197,3,1.0,10.0,0.1,11620.707237305744,0.07556404514075228,1.3662568730020523,0
ie0198_2pcvymn1,ie0198,1,1.0,10.0,1.0,14437.628750937103,0.08722374386731191,1.539513666915018,0
ie0199_ehvb1vx3,ie0199,2,1.0,10.0,1.0,17553.751320647403,0.08078276728682768,1.531035754456206,0.011156706774133827
ie0200_b3paz7ay,ie0200,3,1.0,10.0,1.0,15882.557160420081,0.10441777857715476,1.1931746040802307,0
ie0201_vs5uhzu1,ie0201,1,1.0,10.0,10.0,12656.661314692747,0.06543627641372625,1.4031818072719928,0
ie0202_q30orz2w,ie0202,2,1.0,10.0,10.0,17389.665095866956,0.07662768628323409,1.421240857784392,0.011115203871081579
ie0203_m3flylrg,ie0203,3,1.0,10.0,10.0,29851.30410543571,0.12622978964667084,1.830845689664162,0.0007642731809451389
ie0204_uygj7c09,ie0204,1,1.0,10.0,100.0,8991.119566852123,0.07331193350852593,0.6622197636784314,0
ie0205_3ncuo351,ie0205,2,1.0,10.0,100.0,17291.352861598458,0.07561851205995423,1.549591409681524,0.014516449292980054
ie0206_9pftochr,ie0206,3,1.0,10.0,100.0,14136.798594405263,0.0795094652692217,1.6999429315094035,0
ie0207_4jb62yqj,ie0207,1,1.0,100.0,0.01,10484.352874374574,0.09595353057257364,1.0835003935272645,0
ie0208_ea2ve9d2,ie0208,2,1.0,100.0,0.01,17401.26151950996,0.13606101461814263,1.6488672336969878,0.0012670364976411768
ie0209_lnanvb3g,ie0209,3,1.0,100.0,0.01,17106.316744498356,0.08784288709307514,1.4393369704884167,0.011188991288478915
ie0210_fdv6uj8c,ie0210,1,1.0,100.0,0.1,18772.88803229604,0.0792394697152362,1.450089766093447,0
